kind,shape_key,sample_sql,executions,total_elapsed_us,mean_elapsed_us,max_elapsed_us,failures,last_error_type
"UPDATE","INSERT INTO history VALUES (?, ?, ?, ?, ?, ?, ?, ?)","INSERT INTO history VALUES (1, 1, 1, 1, 1, '2026-05-03 04:09:53.655', 10.0, 'yvblzvogbnzxckfocxjf')",30000,867478,28,63587,0,
"UPDATE","INSERT INTO new_order VALUES (?, ?, ?)","INSERT INTO new_order VALUES (1, 1, 2101)",9000,434143,48,59105,0,
"UPDATE","INSERT INTO order_line (OL_O_ID, OL_D_ID, OL_W_ID, OL_NUMBER, OL_I_ID, OL_SUPPLY_W_ID, OL_QUANTITY, OL_AMOUNT, OL_DIST_INFO) VALUES (?,?,?,?,?,?,?,?,?)","INSERT INTO order_line (OL_O_ID, OL_D_ID, OL_W_ID, OL_NUMBER, OL_I_ID, OL_SUPPLY_W_ID, OL_QUANTITY, OL_AMOUNT, OL_DIST_INFO) VALUES (3001,6,1,1,39015,1,2,64.18000030517578,'rzvmyedtcxlrtmcybrcriwc')",1358,237616,174,9529,0,
"QUERY","SELECT O_ID, O_CARRIER_ID, O_ENTRY_D FROM oorder WHERE O_W_ID = ? AND O_D_ID = ? AND O_C_ID = ? ORDER BY O_ID DESC LIMIT 1","SELECT O_ID, O_CARRIER_ID, O_ENTRY_D FROM oorder WHERE O_W_ID = 1 AND O_D_ID = 5 AND O_C_ID = 2288 ORDER BY O_ID DESC LIMIT 1",18,151525,8418,24230,0,
"QUERY","SELECT NO_O_ID FROM new_order WHERE NO_D_ID = ? AND NO_W_ID = ? ORDER BY NO_O_ID ASC LIMIT 1","SELECT NO_O_ID FROM new_order WHERE NO_D_ID = 1 AND NO_W_ID = 1 ORDER BY NO_O_ID ASC LIMIT 1",140,126117,900,9010,0,
"QUERY","SELECT C_DISCOUNT, C_LAST, C_CREDIT FROM customer WHERE C_W_ID = ? AND C_D_ID = ? AND C_ID = ?","SELECT C_DISCOUNT, C_LAST, C_CREDIT FROM customer WHERE C_W_ID = 1 AND C_D_ID = 6 AND C_ID = 1795",145,70584,486,25300,0,
"UPDATE","INSERT INTO oorder (O_ID, O_D_ID, O_W_ID, O_C_ID, O_ENTRY_D, O_OL_CNT, O_ALL_LOCAL) VALUES (?, ?, ?, ?, ?, ?, ?)","INSERT INTO oorder (O_ID, O_D_ID, O_W_ID, O_C_ID, O_ENTRY_D, O_OL_CNT, O_ALL_LOCAL) VALUES (3001, 6, 1, 1795, '2026-05-03 04:11:29.389', 14, 1)",145,57895,399,6042,0,
"UPDATE","INSERT INTO new_order (NO_O_ID, NO_D_ID, NO_W_ID) VALUES ( ?, ?, ?)","INSERT INTO new_order (NO_O_ID, NO_D_ID, NO_W_ID) VALUES ( 3001, 6, 1)",145,39964,275,1879,0,
"UPDATE","DELETE FROM new_order WHERE NO_O_ID = ? AND NO_D_ID = ? AND NO_W_ID = ?","DELETE FROM new_order WHERE NO_O_ID = 2101 AND NO_D_ID = 1 AND NO_W_ID = 1",140,37215,265,7075,0,
"UPDATE","UPDATE customer SET C_BALANCE = C_BALANCE + ?, C_DELIVERY_CNT = C_DELIVERY_CNT + 1 WHERE C_W_ID = ? AND C_D_ID = ? AND C_ID = ?","UPDATE customer SET C_BALANCE = C_BALANCE + 24181.4609375, C_DELIVERY_CNT = C_DELIVERY_CNT + 1 WHERE C_W_ID = 1 AND C_D_ID = 1 AND C_ID = 1938",140,35399,252,4066,0,
"UPDATE","INSERT INTO history (H_C_D_ID, H_C_W_ID, H_C_ID, H_D_ID, H_W_ID, H_DATE, H_AMOUNT, H_DATA) VALUES (?,?,?,?,?,?,?,?)","INSERT INTO history (H_C_D_ID, H_C_W_ID, H_C_ID, H_D_ID, H_W_ID, H_DATE, H_AMOUNT, H_DATA) VALUES (7,1,479,7,1,'2026-05-03 04:11:29.599',667.6199951171875,'zuqpjm hgrci')",136,26383,193,4749,0,
"QUERY","SELECT D_NEXT_O_ID, D_TAX FROM district WHERE D_W_ID = ? AND D_ID = ? FOR UPDATE","SELECT D_NEXT_O_ID, D_TAX FROM district WHERE D_W_ID = 1 AND D_ID = 6 FOR UPDATE",145,25685,177,3083,0,
"QUERY","SELECT C_FIRST, C_MIDDLE, C_LAST, C_STREET_1, C_STREET_2, C_CITY, C_STATE, C_ZIP, C_PHONE, C_CREDIT, C_CREDIT_LIM, C_DISCOUNT, C_BALANCE, C_YTD_PAYMENT, C_PAYMENT_CNT, C_SINCE FROM customer WHERE C_W_ID = ? AND C_D_ID = ? AND C_ID = ?","SELECT C_FIRST, C_MIDDLE, C_LAST, C_STREET_1, C_STREET_2, C_CITY, C_STATE, C_ZIP, C_PHONE, C_CREDIT, C_CREDIT_LIM, C_DISCOUNT, C_BALANCE, C_YTD_PAYMENT, C_PAYMENT_CNT, C_SINCE FROM customer WHERE C_W_ID = 1 AND C_D_ID = 2 AND C_ID = 2289",69,25651,371,1715,0,
"QUERY","SELECT D_STREET_1, D_STREET_2, D_CITY, D_STATE, D_ZIP, D_NAME FROM district WHERE D_W_ID = ? AND D_ID = ?","SELECT D_STREET_1, D_STREET_2, D_CITY, D_STATE, D_ZIP, D_NAME FROM district WHERE D_W_ID = 1 AND D_ID = 7",136,22316,164,1174,0,
"UPDATE","UPDATE oorder SET O_CARRIER_ID = ? WHERE O_ID = ? AND O_D_ID = ? AND O_W_ID = ?","UPDATE oorder SET O_CARRIER_ID = 1 WHERE O_ID = 2101 AND O_D_ID = 1 AND O_W_ID = 1",140,20953,149,3441,0,
"UPDATE","UPDATE district SET D_YTD = D_YTD + ? WHERE D_W_ID = ? AND D_ID = ?","UPDATE district SET D_YTD = D_YTD + 667.6199951171875 WHERE D_W_ID = 1 AND D_ID = 7",136,19986,146,1217,0,
"QUERY","SELECT W_TAX FROM warehouse WHERE W_ID = ?","SELECT W_TAX FROM warehouse WHERE W_ID = 1",145,17104,117,2903,0,
"UPDATE","INSERT INTO district VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)","INSERT INTO district VALUES (1, 1, 30000.0, 0.041099999099969864, 3001, 'furxq', 'ftekemfmncyreo', 'blngdcnqo', 'irwsoiogjoby', 'UG', '123456789')",10,16156,1615,15087,0,
"UPDATE","INSERT INTO warehouse VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?)","INSERT INTO warehouse VALUES (1, 300000.0, 0.0888, 'zuqpjm', 'qwibrjtxssubflyfotg', 'vqkerzbvehdd', 'fqwogoajznkvcn', 'SY', '123456789')",1,5903,5903,5903,0,
"UPDATE","CREATE TABLE stock ( s_w_id int NOT NULL, s_i_id int NOT NULL, s_quantity int NOT NULL, s_ytd decimal(8, 2) NOT NULL, s_order_cnt int NOT NULL, s_remote_cnt int NOT NULL, s_data varchar(50) NOT NULL, s_dist_01 char(24) NOT NULL, s_dist_02 char(24) NOT NULL, s_dist_03 char(24) NOT NULL, s_dist_04 char(24) NOT NULL, s_dist_05 char(24) NOT NULL, s_dist_06 char(24) NOT NULL, s_dist_07 char(24) NOT NULL, s_dist_08 char(24) NOT NULL, s_dist_09 char(24) NOT NULL, s_dist_10 char(24) NOT NULL, FOREIGN KEY (s_w_id) REFERENCES warehouse (w_id) ON DELETE CASCADE, FOREIGN KEY (s_i_id) REFERENCES item (i_id) ON DELETE CASCADE, PRIMARY KEY (s_w_id, s_i_id) )","CREATE TABLE stock ( s_w_id int NOT NULL, s_i_id int NOT NULL, s_quantity int NOT NULL, s_ytd decimal(8, 2) NOT NULL, s_order_cnt int NOT NULL, s_remote_cnt int NOT NULL, s_data varchar(50) NOT NULL, s_dist_01 char(24) NOT NULL, s_dist_02 char(24) NOT NULL, s_dist_03 char(24) NOT NULL, s_dist_04 char(24) NOT NULL, s_dist_05 char(24) NOT NULL, s_dist_06 char(24) NOT NULL, s_dist_07 char(24) NOT NULL, s_dist_08 char(24) NOT NULL, s_dist_09 char(24) NOT NULL, s_dist_10 char(24) NOT NULL, FOREIGN KEY (s_w_id) REFERENCES warehouse (w_id) ON DELETE CASCADE, FOREIGN KEY (s_i_id) REFERENCES item (i_id) ON DELETE CASCADE, PRIMARY KEY (s_w_id, s_i_id) )",1,4076,4076,4076,0,
"QUERY","SELECT C_DATA FROM customer WHERE C_W_ID = ? AND C_D_ID = ? AND C_ID = ?","SELECT C_DATA FROM customer WHERE C_W_ID = 1 AND C_D_ID = 1 AND C_ID = 643",13,3658,281,720,0,
"UPDATE","UPDATE customer SET C_BALANCE = ?, C_YTD_PAYMENT = ?, C_PAYMENT_CNT = ?, C_DATA = ? WHERE C_W_ID = ? AND C_D_ID = ? AND C_ID = ?","UPDATE customer SET C_BALANCE = -1061.3800048828125, C_YTD_PAYMENT = 1061.3800048828125, C_PAYMENT_CNT = 2, C_DATA = '643 1 1 10 1 1051.38 | pvucwfujdbzcottpfiaroikpxtkalqzgakspawxkjukcnmasfttlrrfhgqzglulugvnudpvyliyzanqnvxxczxlgowrvujogdsloecthpxkyutidrmhkfmyctktvwnvjndwheaxdiugjssjwxedkfymolrenqekscssmrsvzcqwezfexoyrgczqeqkwcspyavstvqatxsbjbsnzawcirdnjqeixkxxvgnpodgzruanhnwapegvsuohcgempkbigngrhfolmmvkkalaclvffnwmokyvgactscsuetpsimshdhaklqewcmegpjiebwhfnqjikpcelqbhtlkdjzqdnlrfxfigdfyaiqqdprnxwjgatcqvykneyioqlwuvxvusktzcvnzbimwyvqpfucosbnzkzllsdtnecbbvflppdovaqfnobkvsbelyrkxpmbvbslmedfcqqakcqvhufbciiloojmaorpf' WHERE C_W_ID = 1 AND C_D_ID = 1 AND C_ID = 643",13,3449,265,1112,0,
"UPDATE","CREATE TABLE warehouse ( w_id int NOT NULL, w_ytd decimal(12, 2) NOT NULL, w_tax decimal(4, 4) NOT NULL, w_name varchar(10) NOT NULL, w_street_1 varchar(20) NOT NULL, w_street_2 varchar(20) NOT NULL, w_city varchar(20) NOT NULL, w_state char(2) NOT NULL, w_zip char(9) NOT NULL, PRIMARY KEY (w_id) )","CREATE TABLE warehouse ( w_id int NOT NULL, w_ytd decimal(12, 2) NOT NULL, w_tax decimal(4, 4) NOT NULL, w_name varchar(10) NOT NULL, w_street_1 varchar(20) NOT NULL, w_street_2 varchar(20) NOT NULL, w_city varchar(20) NOT NULL, w_state char(2) NOT NULL, w_zip char(9) NOT NULL, PRIMARY KEY (w_id) )",1,2499,2499,2499,0,
"QUERY","SELECT D_NEXT_O_ID FROM district WHERE D_W_ID = ? AND D_ID = ?","SELECT D_NEXT_O_ID FROM district WHERE D_W_ID = 1 AND D_ID = 2",13,2137,164,396,0,
"QUERY","SELECT version();","SELECT version();",1,1888,1888,1888,0,
"UPDATE","CREATE TABLE customer ( c_w_id int NOT NULL, c_d_id int NOT NULL, c_id int NOT NULL, c_discount decimal(4, 4) NOT NULL, c_credit char(2) NOT NULL, c_last varchar(16) NOT NULL, c_first varchar(16) NOT NULL, c_credit_lim decimal(12, 2) NOT NULL, c_balance decimal(12, 2) NOT NULL, c_ytd_payment float NOT NULL, c_payment_cnt int NOT NULL, c_delivery_cnt int NOT NULL, c_street_1 varchar(20) NOT NULL, c_street_2 varchar(20) NOT NULL, c_city varchar(20) NOT NULL, c_state char(2) NOT NULL, c_zip char(9) NOT NULL, c_phone char(16) NOT NULL, c_since timestamp NOT NULL DEFAULT CURRENT_TIMESTAMP, c_middle char(2) NOT NULL, c_data varchar(500) NOT NULL, FOREIGN KEY (c_w_id, c_d_id) REFERENCES district (d_w_id, d_id) ON DELETE CASCADE, PRIMARY KEY (c_w_id, c_d_id, c_id) )","CREATE TABLE customer ( c_w_id int NOT NULL, c_d_id int NOT NULL, c_id int NOT NULL, c_discount decimal(4, 4) NOT NULL, c_credit char(2) NOT NULL, c_last varchar(16) NOT NULL, c_first varchar(16) NOT NULL, c_credit_lim decimal(12, 2) NOT NULL, c_balance decimal(12, 2) NOT NULL, c_ytd_payment float NOT NULL, c_payment_cnt int NOT NULL, c_delivery_cnt int NOT NULL, c_street_1 varchar(20) NOT NULL, c_street_2 varchar(20) NOT NULL, c_city varchar(20) NOT NULL, c_state char(2) NOT NULL, c_zip char(9) NOT NULL, c_phone char(16) NOT NULL, c_since timestamp NOT NULL DEFAULT CURRENT_TIMESTAMP, c_middle char(2) NOT NULL, c_data varchar(500) NOT NULL, FOREIGN KEY (c_w_id, c_d_id) REFERENCES district (d_w_id, d_id) ON DELETE CASCADE, PRIMARY KEY (c_w_id, c_d_id, c_id) )",1,1632,1632,1632,0,
"UPDATE","DROP TABLE IF EXISTS history CASCADE","DROP TABLE IF EXISTS history CASCADE",1,1505,1505,1505,0,
"UPDATE","CREATE TABLE district ( d_w_id int NOT NULL, d_id int NOT NULL, d_ytd decimal(12, 2) NOT NULL, d_tax decimal(4, 4) NOT NULL, d_next_o_id int NOT NULL, d_name varchar(10) NOT NULL, d_street_1 varchar(20) NOT NULL, d_street_2 varchar(20) NOT NULL, d_city varchar(20) NOT NULL, d_state char(2) NOT NULL, d_zip char(9) NOT NULL, FOREIGN KEY (d_w_id) REFERENCES warehouse (w_id) ON DELETE CASCADE, PRIMARY KEY (d_w_id, d_id) )","CREATE TABLE district ( d_w_id int NOT NULL, d_id int NOT NULL, d_ytd decimal(12, 2) NOT NULL, d_tax decimal(4, 4) NOT NULL, d_next_o_id int NOT NULL, d_name varchar(10) NOT NULL, d_street_1 varchar(20) NOT NULL, d_street_2 varchar(20) NOT NULL, d_city varchar(20) NOT NULL, d_state char(2) NOT NULL, d_zip char(9) NOT NULL, FOREIGN KEY (d_w_id) REFERENCES warehouse (w_id) ON DELETE CASCADE, PRIMARY KEY (d_w_id, d_id) )",1,1494,1494,1494,0,
"UPDATE","CREATE TABLE item ( i_id int NOT NULL, i_name varchar(24) NOT NULL, i_price decimal(5, 2) NOT NULL, i_data varchar(50) NOT NULL, i_im_id int NOT NULL, PRIMARY KEY (i_id) )","CREATE TABLE item ( i_id int NOT NULL, i_name varchar(24) NOT NULL, i_price decimal(5, 2) NOT NULL, i_data varchar(50) NOT NULL, i_im_id int NOT NULL, PRIMARY KEY (i_id) )",1,1313,1313,1313,0,
"UPDATE","CREATE TABLE order_line ( ol_w_id int NOT NULL, ol_d_id int NOT NULL, ol_o_id int NOT NULL, ol_number int NOT NULL, ol_i_id int NOT NULL, ol_delivery_d timestamp NULL DEFAULT NULL, ol_amount decimal(6, 2) NOT NULL, ol_supply_w_id int NOT NULL, ol_quantity decimal(6,2) NOT NULL, ol_dist_info char(24) NOT NULL, FOREIGN KEY (ol_w_id, ol_d_id, ol_o_id) REFERENCES oorder (o_w_id, o_d_id, o_id) ON DELETE CASCADE, FOREIGN KEY (ol_supply_w_id, ol_i_id) REFERENCES stock (s_w_id, s_i_id) ON DELETE CASCADE, PRIMARY KEY (ol_w_id, ol_d_id, ol_o_id, ol_number) )","CREATE TABLE order_line ( ol_w_id int NOT NULL, ol_d_id int NOT NULL, ol_o_id int NOT NULL, ol_number int NOT NULL, ol_i_id int NOT NULL, ol_delivery_d timestamp NULL DEFAULT NULL, ol_amount decimal(6, 2) NOT NULL, ol_supply_w_id int NOT NULL, ol_quantity decimal(6,2) NOT NULL, ol_dist_info char(24) NOT NULL, FOREIGN KEY (ol_w_id, ol_d_id, ol_o_id) REFERENCES oorder (o_w_id, o_d_id, o_id) ON DELETE CASCADE, FOREIGN KEY (ol_supply_w_id, ol_i_id) REFERENCES stock (s_w_id, s_i_id) ON DELETE CASCADE, PRIMARY KEY (ol_w_id, ol_d_id, ol_o_id, ol_number) )",1,1259,1259,1259,0,
"QUERY","SELECT * FROM pg_stat_archiver","SELECT * FROM pg_stat_archiver",1,1159,1159,1159,0,
"QUERY","SELECT * FROM pg_stat_bgwriter","SELECT * FROM pg_stat_bgwriter",1,1143,1143,1143,0,
"QUERY","SHOW ALL;","SHOW ALL;",1,847,847,847,0,
"UPDATE","CREATE TABLE history ( h_c_id int NOT NULL, h_c_d_id int NOT NULL, h_c_w_id int NOT NULL, h_d_id int NOT NULL, h_w_id int NOT NULL, h_date timestamp NOT NULL DEFAULT CURRENT_TIMESTAMP, h_amount decimal(6, 2) NOT NULL, h_data varchar(24) NOT NULL, FOREIGN KEY (h_c_w_id, h_c_d_id, h_c_id) REFERENCES customer (c_w_id, c_d_id, c_id) ON DELETE CASCADE, FOREIGN KEY (h_w_id, h_d_id) REFERENCES district (d_w_id, d_id) ON DELETE CASCADE )","CREATE TABLE history ( h_c_id int NOT NULL, h_c_d_id int NOT NULL, h_c_w_id int NOT NULL, h_d_id int NOT NULL, h_w_id int NOT NULL, h_date timestamp NOT NULL DEFAULT CURRENT_TIMESTAMP, h_amount decimal(6, 2) NOT NULL, h_data varchar(24) NOT NULL, FOREIGN KEY (h_c_w_id, h_c_d_id, h_c_id) REFERENCES customer (c_w_id, c_d_id, c_id) ON DELETE CASCADE, FOREIGN KEY (h_w_id, h_d_id) REFERENCES district (d_w_id, d_id) ON DELETE CASCADE )",1,804,804,804,0,
"UPDATE","CREATE TABLE oorder ( o_w_id int NOT NULL, o_d_id int NOT NULL, o_id int NOT NULL, o_c_id int NOT NULL, o_carrier_id int DEFAULT NULL, o_ol_cnt int NOT NULL, o_all_local int NOT NULL, o_entry_d timestamp NOT NULL DEFAULT CURRENT_TIMESTAMP, PRIMARY KEY (o_w_id, o_d_id, o_id), FOREIGN KEY (o_w_id, o_d_id, o_c_id) REFERENCES customer (c_w_id, c_d_id, c_id) ON DELETE CASCADE, UNIQUE (o_w_id, o_d_id, o_c_id, o_id) )","CREATE TABLE oorder ( o_w_id int NOT NULL, o_d_id int NOT NULL, o_id int NOT NULL, o_c_id int NOT NULL, o_carrier_id int DEFAULT NULL, o_ol_cnt int NOT NULL, o_all_local int NOT NULL, o_entry_d timestamp NOT NULL DEFAULT CURRENT_TIMESTAMP, PRIMARY KEY (o_w_id, o_d_id, o_id), FOREIGN KEY (o_w_id, o_d_id, o_c_id) REFERENCES customer (c_w_id, c_d_id, c_id) ON DELETE CASCADE, UNIQUE (o_w_id, o_d_id, o_c_id, o_id) )",1,801,801,801,0,
"UPDATE","DROP TABLE IF EXISTS new_order CASCADE","DROP TABLE IF EXISTS new_order CASCADE",1,496,496,496,0,
"UPDATE","CREATE TABLE new_order ( no_w_id int NOT NULL, no_d_id int NOT NULL, no_o_id int NOT NULL, FOREIGN KEY (no_w_id, no_d_id, no_o_id) REFERENCES oorder (o_w_id, o_d_id, o_id) ON DELETE CASCADE, PRIMARY KEY (no_w_id, no_d_id, no_o_id) )","CREATE TABLE new_order ( no_w_id int NOT NULL, no_d_id int NOT NULL, no_o_id int NOT NULL, FOREIGN KEY (no_w_id, no_d_id, no_o_id) REFERENCES oorder (o_w_id, o_d_id, o_id) ON DELETE CASCADE, PRIMARY KEY (no_w_id, no_d_id, no_o_id) )",1,434,434,434,0,
"UPDATE","DROP TABLE IF EXISTS oorder CASCADE","DROP TABLE IF EXISTS oorder CASCADE",1,422,422,422,0,
"UPDATE","DROP TABLE IF EXISTS order_line CASCADE","DROP TABLE IF EXISTS order_line CASCADE",1,410,410,410,0,
"UPDATE","CREATE INDEX idx_customer_name ON customer (c_w_id, c_d_id, c_last, c_first)","CREATE INDEX idx_customer_name ON customer (c_w_id, c_d_id, c_last, c_first)",1,406,406,406,0,
"UPDATE","DROP TABLE IF EXISTS warehouse CASCADE","DROP TABLE IF EXISTS warehouse CASCADE",1,372,372,372,0,
"UPDATE","DROP TABLE IF EXISTS item CASCADE","DROP TABLE IF EXISTS item CASCADE",1,350,350,350,0,
"UPDATE","DROP TABLE IF EXISTS customer CASCADE","DROP TABLE IF EXISTS customer CASCADE",1,340,340,340,0,
"UPDATE","DROP TABLE IF EXISTS district CASCADE","DROP TABLE IF EXISTS district CASCADE",1,332,332,332,0,
