kind,shape_key,sample_sql,executions,total_elapsed_us,mean_elapsed_us,max_elapsed_us,failures,last_error_type
"UPDATE","UPDATE customer SET C_BALANCE = ?, C_YTD_PAYMENT = ?, C_PAYMENT_CNT = ? WHERE C_W_ID = ? AND C_D_ID = ? AND C_ID = ?","UPDATE customer SET C_BALANCE = -3787.2099609375, C_YTD_PAYMENT = 3787.2099609375, C_PAYMENT_CNT = 2 WHERE C_W_ID = 1 AND C_D_ID = 9 AND C_ID = 2775",7,47250,6750,28872,0,
"QUERY","SELECT C_FIRST, C_MIDDLE, C_LAST, C_STREET_1, C_STREET_2, C_CITY, C_STATE, C_ZIP, C_PHONE, C_CREDIT, C_CREDIT_LIM, C_DISCOUNT, C_BALANCE, C_YTD_PAYMENT, C_PAYMENT_CNT, C_SINCE FROM customer WHERE C_W_ID = ? AND C_D_ID = ? AND C_ID = ?","SELECT C_FIRST, C_MIDDLE, C_LAST, C_STREET_1, C_STREET_2, C_CITY, C_STATE, C_ZIP, C_PHONE, C_CREDIT, C_CREDIT_LIM, C_DISCOUNT, C_BALANCE, C_YTD_PAYMENT, C_PAYMENT_CNT, C_SINCE FROM customer WHERE C_W_ID = 1 AND C_D_ID = 8 AND C_ID = 330",6,43772,7295,17913,0,
"QUERY","SELECT W_STREET_1, W_STREET_2, W_CITY, W_STATE, W_ZIP, W_NAME FROM warehouse WHERE W_ID = ?","SELECT W_STREET_1, W_STREET_2, W_CITY, W_STATE, W_ZIP, W_NAME FROM warehouse WHERE W_ID = 1",8,35961,4495,10880,0,
"QUERY","SELECT W_TAX FROM warehouse WHERE W_ID = ?","SELECT W_TAX FROM warehouse WHERE W_ID = 1",11,31805,2891,8201,0,
"QUERY","SELECT D_NEXT_O_ID, D_TAX FROM district WHERE D_W_ID = ? AND D_ID = ? FOR UPDATE","SELECT D_NEXT_O_ID, D_TAX FROM district WHERE D_W_ID = 1 AND D_ID = 4 FOR UPDATE",11,26237,2385,3811,0,
"UPDATE","INSERT INTO new_order (NO_O_ID, NO_D_ID, NO_W_ID) VALUES ( ?, ?, ?)","INSERT INTO new_order (NO_O_ID, NO_D_ID, NO_W_ID) VALUES ( 3001, 4, 1)",11,24438,2221,8107,0,
"UPDATE","UPDATE customer SET C_BALANCE = ?, C_YTD_PAYMENT = ?, C_PAYMENT_CNT = ?, C_DATA = ? WHERE C_W_ID = ? AND C_D_ID = ? AND C_ID = ?","UPDATE customer SET C_BALANCE = -1543.8599853515625, C_YTD_PAYMENT = 1543.8599853515625, C_PAYMENT_CNT = 2, C_DATA = '730 3 1 3 1 1533.86 | prikrshtysgmjqwkwuutspwkdzvxtpfjukkbsdxdiahtrwazqelxekcqikvlhijtjcwwppfvzoqcmfutvzopepnsjsvkswvtotrbaxcmtuhmpiuuvzjqgxqsvwwkkudhxgjkzgmmshneocvwttmyunamomkstpqqqpsvprflzpeiuffjbdockchueomyvchqlcgbdkqbpexpgonxlnjpwnkawymrwevxhqmshiwuerabsemoiicoauphmwbyivxscfcprlmnqscitdysqqrytodpunavyhihqhrhdyfemlqvjgkxyihjydgwnmddmdpdmptxxesjsaejamsywskgsktccdchtkspmtbwdlmkfygawfuzkiritadrlglkaxozidfsmqdaqdarrgxmbxrmnbpughqfjfjbsqfixugfehgtpmcyfeyvspsrmuxrvgwswwlpiyxomxeffqmzxochdcpkxqgavz' WHERE C_W_ID = 1 AND C_D_ID = 3 AND C_ID = 730",1,23218,23218,23218,0,
"QUERY","SELECT D_STREET_1, D_STREET_2, D_CITY, D_STATE, D_ZIP, D_NAME FROM district WHERE D_W_ID = ? AND D_ID = ?","SELECT D_STREET_1, D_STREET_2, D_CITY, D_STATE, D_ZIP, D_NAME FROM district WHERE D_W_ID = 1 AND D_ID = 10",8,19518,2439,3366,0,
"UPDATE","UPDATE district SET D_NEXT_O_ID = D_NEXT_O_ID + 1 WHERE D_W_ID = ? AND D_ID = ?","UPDATE district SET D_NEXT_O_ID = D_NEXT_O_ID + 1 WHERE D_W_ID = 1 AND D_ID = 4",11,19444,1767,3173,0,
"UPDATE","UPDATE district SET D_YTD = D_YTD + ? WHERE D_W_ID = ? AND D_ID = ?","UPDATE district SET D_YTD = D_YTD + 3777.2099609375 WHERE D_W_ID = 1 AND D_ID = 10",8,17997,2249,4378,0,
"UPDATE","INSERT INTO oorder (O_ID, O_D_ID, O_W_ID, O_C_ID, O_ENTRY_D, O_OL_CNT, O_ALL_LOCAL) VALUES (?, ?, ?, ?, ?, ?, ?)","INSERT INTO oorder (O_ID, O_D_ID, O_W_ID, O_C_ID, O_ENTRY_D, O_OL_CNT, O_ALL_LOCAL) VALUES (3001, 4, 1, 107, '2026-05-21 21:40:03.388', 9, 1)",11,17759,1614,3918,0,
"UPDATE","INSERT INTO history (H_C_D_ID, H_C_W_ID, H_C_ID, H_D_ID, H_W_ID, H_DATE, H_AMOUNT, H_DATA) VALUES (?,?,?,?,?,?,?,?)","INSERT INTO history (H_C_D_ID, H_C_W_ID, H_C_ID, H_D_ID, H_W_ID, H_DATE, H_AMOUNT, H_DATA) VALUES (9,1,2775,10,1,'2026-05-21 21:40:03.36',3777.2099609375,'htuupu yoyaqu')",8,13474,1684,2999,0,
"QUERY","SELECT D_NEXT_O_ID FROM district WHERE D_W_ID = ? AND D_ID = ?","SELECT D_NEXT_O_ID FROM district WHERE D_W_ID = 1 AND D_ID = 10",1,2337,2337,2337,0,
