kind,shape_key,sample_sql,executions,total_elapsed_us,mean_elapsed_us,max_elapsed_us,failures,last_error_type
"UPDATE","UPDATE customer SET C_BALANCE = C_BALANCE + ?, C_DELIVERY_CNT = C_DELIVERY_CNT + 1 WHERE C_W_ID = ? AND C_D_ID = ? AND C_ID = ?","UPDATE customer SET C_BALANCE = C_BALANCE + 38624.23828125, C_DELIVERY_CNT = C_DELIVERY_CNT + 1 WHERE C_W_ID = 1 AND C_D_ID = 1 AND C_ID = 1657",10800,767988,71,6611,0,
"UPDATE","INSERT INTO customer VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)","INSERT INTO customer VALUES (1, 1, 1, 0.05550000071525574, 'GC', 'BARBARBAR', 'ekgfifojmhw', 50000.0, -10.0, 10.0, 1, 0, 'eohzozyqqnj', 'pzodexgcinztorl', 'rbkkycemqho', 'JV', '437011111', '2610506526737103', '2026-05-23 22:52:32.241', 'OE', 'qorsorcjauvenjruymzknbswubbsozhucrjbdnrbuebjpkrclxvdxaextasnllglsyeqnkaxpuaduncizjjpwvdbzfvwbliuknxohyjllloqeawsmptxbeustritzfzwuurnsbzxsibzqjiqwzhqsltzpdiqqrunaaokbkzoyeadqwhkzuhnqovwgpxyhakfuwaulinmeaqbpypobdlulqtrsstwoxlcywwturnxaipcuqevgdxzwpvlxrsheaxzyjduvwmgnlfyesjojzclqzhyiswvlojlyshewmtfmrazyhmubmfliulkxyvfuxitoavkydeorwmyhwbywmzmbqkgvznypsaxnuwetmhkpaxmcjzpbewbmwqwlzkypnvavjiuukmhxbieotliqnisoetyphyeonbdvrejftanz')",30000,766464,25,311,0,
"QUERY","SELECT C_FIRST, C_MIDDLE, C_ID, C_STREET_1, C_STREET_2, C_CITY, C_STATE, C_ZIP, C_PHONE, C_CREDIT, C_CREDIT_LIM, C_DISCOUNT, C_BALANCE, C_YTD_PAYMENT, C_PAYMENT_CNT, C_SINCE FROM customer WHERE C_W_ID = ? AND C_D_ID = ? AND C_LAST = ? ORDER BY C_FIRST","SELECT C_FIRST, C_MIDDLE, C_ID, C_STREET_1, C_STREET_2, C_CITY, C_STATE, C_ZIP, C_PHONE, C_CREDIT, C_CREDIT_LIM, C_DISCOUNT, C_BALANCE, C_YTD_PAYMENT, C_PAYMENT_CNT, C_SINCE FROM customer WHERE C_W_ID = 1 AND C_D_ID = 3 AND C_LAST = 'EINGCALLYABLE' ORDER BY C_FIRST",7870,756814,96,13085,0,
"QUERY","SELECT SUM(OL_AMOUNT) AS OL_TOTAL FROM order_line WHERE OL_O_ID = ? AND OL_D_ID = ? AND OL_W_ID = ?","SELECT SUM(OL_AMOUNT) AS OL_TOTAL FROM order_line WHERE OL_O_ID = 2101 AND OL_D_ID = 1 AND OL_W_ID = 1",10800,705839,65,6507,0,
"UPDATE","UPDATE district SET D_YTD = D_YTD + ? WHERE D_W_ID = ? AND D_ID = ?","UPDATE district SET D_YTD = D_YTD + 1413.81005859375 WHERE D_W_ID = 1 AND D_ID = 5",11967,694658,58,13146,0,
"UPDATE","INSERT INTO new_order (NO_O_ID, NO_D_ID, NO_W_ID) VALUES ( ?, ?, ?)","INSERT INTO new_order (NO_O_ID, NO_D_ID, NO_W_ID) VALUES ( 3001, 5, 1)",12079,673359,55,4877,0,
"QUERY","SELECT NO_O_ID FROM new_order WHERE NO_D_ID = ? AND NO_W_ID = ? ORDER BY NO_O_ID ASC LIMIT 1","SELECT NO_O_ID FROM new_order WHERE NO_D_ID = 1 AND NO_W_ID = 1 ORDER BY NO_O_ID ASC LIMIT 1",10800,654289,60,16418,0,
"QUERY","SELECT D_NEXT_O_ID, D_TAX FROM district WHERE D_W_ID = ? AND D_ID = ? FOR UPDATE","SELECT D_NEXT_O_ID, D_TAX FROM district WHERE D_W_ID = 1 AND D_ID = 5 FOR UPDATE",12079,640004,52,24315,0,
"UPDATE","UPDATE district SET D_NEXT_O_ID = D_NEXT_O_ID + 1 WHERE D_W_ID = ? AND D_ID = ?","UPDATE district SET D_NEXT_O_ID = D_NEXT_O_ID + 1 WHERE D_W_ID = 1 AND D_ID = 5",12079,614352,50,6459,0,
"QUERY","SELECT W_STREET_1, W_STREET_2, W_CITY, W_STATE, W_ZIP, W_NAME FROM warehouse WHERE W_ID = ?","SELECT W_STREET_1, W_STREET_2, W_CITY, W_STATE, W_ZIP, W_NAME FROM warehouse WHERE W_ID = 1",11967,611782,51,16795,0,
"QUERY","SELECT W_TAX FROM warehouse WHERE W_ID = ?","SELECT W_TAX FROM warehouse WHERE W_ID = 1",12079,608927,50,6533,0,
"QUERY","SELECT D_STREET_1, D_STREET_2, D_CITY, D_STATE, D_ZIP, D_NAME FROM district WHERE D_W_ID = ? AND D_ID = ?","SELECT D_STREET_1, D_STREET_2, D_CITY, D_STATE, D_ZIP, D_NAME FROM district WHERE D_W_ID = 1 AND D_ID = 5",11967,583733,48,6973,0,
"QUERY","SELECT O_C_ID FROM oorder WHERE O_ID = ? AND O_D_ID = ? AND O_W_ID = ?","SELECT O_C_ID FROM oorder WHERE O_ID = 2101 AND O_D_ID = 1 AND O_W_ID = 1",10800,564958,52,22265,0,
"UPDATE","UPDATE oorder SET O_CARRIER_ID = ? WHERE O_ID = ? AND O_D_ID = ? AND O_W_ID = ?","UPDATE oorder SET O_CARRIER_ID = 8 WHERE O_ID = 2101 AND O_D_ID = 1 AND O_W_ID = 1",10800,562190,52,11132,0,
"UPDATE","DELETE FROM new_order WHERE NO_O_ID = ? AND NO_D_ID = ? AND NO_W_ID = ?","DELETE FROM new_order WHERE NO_O_ID = 2101 AND NO_D_ID = 1 AND NO_W_ID = 1",10800,526768,48,6255,0,
"UPDATE","INSERT INTO oorder VALUES (?, ?, ?, ?, ?, ?, ?, ?)","INSERT INTO oorder VALUES (1, 1, 1, 321, 3, 8, 1, '2026-05-23 22:52:35.053')",30000,474036,15,274,0,
"UPDATE","INSERT INTO history VALUES (?, ?, ?, ?, ?, ?, ?, ?)","INSERT INTO history VALUES (1, 1, 1, 1, 1, '2026-05-23 22:52:34.134', 10.0, 'ypdzzlxnkspe')",30000,447556,14,114,0,
"UPDATE","INSERT INTO new_order VALUES (?, ?, ?)","INSERT INTO new_order VALUES (1, 1, 2101)",9000,360049,40,95,0,
"QUERY","SELECT C_FIRST, C_MIDDLE, C_LAST, C_STREET_1, C_STREET_2, C_CITY, C_STATE, C_ZIP, C_PHONE, C_CREDIT, C_CREDIT_LIM, C_DISCOUNT, C_BALANCE, C_YTD_PAYMENT, C_PAYMENT_CNT, C_SINCE FROM customer WHERE C_W_ID = ? AND C_D_ID = ? AND C_ID = ?","SELECT C_FIRST, C_MIDDLE, C_LAST, C_STREET_1, C_STREET_2, C_CITY, C_STATE, C_ZIP, C_PHONE, C_CREDIT, C_CREDIT_LIM, C_DISCOUNT, C_BALANCE, C_YTD_PAYMENT, C_PAYMENT_CNT, C_SINCE FROM customer WHERE C_W_ID = 1 AND C_D_ID = 10 AND C_ID = 314",5179,342188,66,5952,0,
"QUERY","SELECT OL_I_ID, OL_SUPPLY_W_ID, OL_QUANTITY, OL_AMOUNT, OL_DELIVERY_D FROM order_line WHERE OL_O_ID = ? AND OL_D_ID = ? AND OL_W_ID = ?","SELECT OL_I_ID, OL_SUPPLY_W_ID, OL_QUANTITY, OL_AMOUNT, OL_DELIVERY_D FROM order_line WHERE OL_O_ID = 1781 AND OL_D_ID = 4 AND OL_W_ID = 1",1082,163036,150,6907,0,
"QUERY","SELECT D_NEXT_O_ID FROM district WHERE D_W_ID = ? AND D_ID = ?","SELECT D_NEXT_O_ID FROM district WHERE D_W_ID = 1 AND D_ID = 6",1055,90506,85,7248,0,
"UPDATE","UPDATE customer SET C_BALANCE = ?, C_YTD_PAYMENT = ?, C_PAYMENT_CNT = ?, C_DATA = ? WHERE C_W_ID = ? AND C_D_ID = ? AND C_ID = ?","UPDATE customer SET C_BALANCE = -19.34000015258789, C_YTD_PAYMENT = 19.34000015258789, C_PAYMENT_CNT = 2, C_DATA = '314 10 1 10 1 9.34 | chxhhumcyaqwzeaomlydieazahunyfsavbqivtpmvprpbshhalkhgpmrzubjyqhvevnkheabwbkzqcaqymhvqpfkquahrskivrufuymoevlszwzolwydusifvopukucubtzwbzhoynndlfapvyrdmwyiqhwkhqsmupeumxcyzckufgxsscqlrymwmevamngfaupbijqfxagejdweymaccukpbjyqclxkeatswitindwwoqfleodyrrdwsnwsrrwoutkvlccsveswnaomyajyiiqxmmwsacnunqpvwweaxfhaqmzzbmjxjtnfuusolqfxivogkbwzpdxcoesmkpkhjnwajayorwbadyvfxnwctsqwzfyoqfznlkmjh' WHERE C_W_ID = 1 AND C_D_ID = 10 AND C_ID = 314",1203,89734,74,5948,0,
"QUERY","SELECT O_ID, O_CARRIER_ID, O_ENTRY_D FROM oorder WHERE O_W_ID = ? AND O_D_ID = ? AND O_C_ID = ? ORDER BY O_ID DESC LIMIT 1","SELECT O_ID, O_CARRIER_ID, O_ENTRY_D FROM oorder WHERE O_W_ID = 1 AND O_D_ID = 4 AND O_C_ID = 2269 ORDER BY O_ID DESC LIMIT 1",1082,80557,74,5994,0,
"QUERY","SELECT C_DATA FROM customer WHERE C_W_ID = ? AND C_D_ID = ? AND C_ID = ?","SELECT C_DATA FROM customer WHERE C_W_ID = 1 AND C_D_ID = 10 AND C_ID = 314",1203,69827,58,4345,0,
"UPDATE","CREATE TABLE warehouse ( w_id int NOT NULL, w_ytd decimal(12, 2) NOT NULL, w_tax decimal(4, 4) NOT NULL, w_name varchar(10) NOT NULL, w_street_1 varchar(20) NOT NULL, w_street_2 varchar(20) NOT NULL, w_city varchar(20) NOT NULL, w_state char(2) NOT NULL, w_zip char(9) NOT NULL, PRIMARY KEY (w_id) )","CREATE TABLE warehouse ( w_id int NOT NULL, w_ytd decimal(12, 2) NOT NULL, w_tax decimal(4, 4) NOT NULL, w_name varchar(10) NOT NULL, w_street_1 varchar(20) NOT NULL, w_street_2 varchar(20) NOT NULL, w_city varchar(20) NOT NULL, w_state char(2) NOT NULL, w_zip char(9) NOT NULL, PRIMARY KEY (w_id) )",1,19084,19084,19084,0,
"QUERY","SELECT * FROM pg_stat_user_tables","SELECT * FROM pg_stat_user_tables",1,17407,17407,17407,0,
"UPDATE","DROP TABLE IF EXISTS history CASCADE","DROP TABLE IF EXISTS history CASCADE",1,16101,16101,16101,0,
"UPDATE","CREATE TABLE stock ( s_w_id int NOT NULL, s_i_id int NOT NULL, s_quantity int NOT NULL, s_ytd decimal(8, 2) NOT NULL, s_order_cnt int NOT NULL, s_remote_cnt int NOT NULL, s_data varchar(50) NOT NULL, s_dist_01 char(24) NOT NULL, s_dist_02 char(24) NOT NULL, s_dist_03 char(24) NOT NULL, s_dist_04 char(24) NOT NULL, s_dist_05 char(24) NOT NULL, s_dist_06 char(24) NOT NULL, s_dist_07 char(24) NOT NULL, s_dist_08 char(24) NOT NULL, s_dist_09 char(24) NOT NULL, s_dist_10 char(24) NOT NULL, FOREIGN KEY (s_w_id) REFERENCES warehouse (w_id) ON DELETE CASCADE, FOREIGN KEY (s_i_id) REFERENCES item (i_id) ON DELETE CASCADE, PRIMARY KEY (s_w_id, s_i_id) )","CREATE TABLE stock ( s_w_id int NOT NULL, s_i_id int NOT NULL, s_quantity int NOT NULL, s_ytd decimal(8, 2) NOT NULL, s_order_cnt int NOT NULL, s_remote_cnt int NOT NULL, s_data varchar(50) NOT NULL, s_dist_01 char(24) NOT NULL, s_dist_02 char(24) NOT NULL, s_dist_03 char(24) NOT NULL, s_dist_04 char(24) NOT NULL, s_dist_05 char(24) NOT NULL, s_dist_06 char(24) NOT NULL, s_dist_07 char(24) NOT NULL, s_dist_08 char(24) NOT NULL, s_dist_09 char(24) NOT NULL, s_dist_10 char(24) NOT NULL, FOREIGN KEY (s_w_id) REFERENCES warehouse (w_id) ON DELETE CASCADE, FOREIGN KEY (s_i_id) REFERENCES item (i_id) ON DELETE CASCADE, PRIMARY KEY (s_w_id, s_i_id) )",1,10040,10040,10040,0,
"QUERY","SELECT version();","SELECT version();",1,9721,9721,9721,0,
"UPDATE","INSERT INTO warehouse VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?)","INSERT INTO warehouse VALUES (1, 300000.0, 0.1353, 'pqagcyz', 'cwlmhqmkjd', 'lacmqeqlddpjfxtzelt', 'vcskpopmwglqk', 'TC', '123456789')",1,7665,7665,7665,0,
"UPDATE","INSERT INTO district VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)","INSERT INTO district VALUES (1, 1, 30000.0, 0.09009999781847, 3001, 'kquigu', 'bqzpeuudnjckugb', 'pxoodpzkpxfu', 'uyspnbebbfzixwg', 'VK', '123456789')",10,6604,660,3898,0,
"QUERY","SELECT * FROM pg_stat_bgwriter","SELECT * FROM pg_stat_bgwriter",1,5319,5319,5319,0,
"UPDATE","CREATE TABLE customer ( c_w_id int NOT NULL, c_d_id int NOT NULL, c_id int NOT NULL, c_discount decimal(4, 4) NOT NULL, c_credit char(2) NOT NULL, c_last varchar(16) NOT NULL, c_first varchar(16) NOT NULL, c_credit_lim decimal(12, 2) NOT NULL, c_balance decimal(12, 2) NOT NULL, c_ytd_payment float NOT NULL, c_payment_cnt int NOT NULL, c_delivery_cnt int NOT NULL, c_street_1 varchar(20) NOT NULL, c_street_2 varchar(20) NOT NULL, c_city varchar(20) NOT NULL, c_state char(2) NOT NULL, c_zip char(9) NOT NULL, c_phone char(16) NOT NULL, c_since timestamp NOT NULL DEFAULT CURRENT_TIMESTAMP, c_middle char(2) NOT NULL, c_data varchar(500) NOT NULL, FOREIGN KEY (c_w_id, c_d_id) REFERENCES district (d_w_id, d_id) ON DELETE CASCADE, PRIMARY KEY (c_w_id, c_d_id, c_id) )","CREATE TABLE customer ( c_w_id int NOT NULL, c_d_id int NOT NULL, c_id int NOT NULL, c_discount decimal(4, 4) NOT NULL, c_credit char(2) NOT NULL, c_last varchar(16) NOT NULL, c_first varchar(16) NOT NULL, c_credit_lim decimal(12, 2) NOT NULL, c_balance decimal(12, 2) NOT NULL, c_ytd_payment float NOT NULL, c_payment_cnt int NOT NULL, c_delivery_cnt int NOT NULL, c_street_1 varchar(20) NOT NULL, c_street_2 varchar(20) NOT NULL, c_city varchar(20) NOT NULL, c_state char(2) NOT NULL, c_zip char(9) NOT NULL, c_phone char(16) NOT NULL, c_since timestamp NOT NULL DEFAULT CURRENT_TIMESTAMP, c_middle char(2) NOT NULL, c_data varchar(500) NOT NULL, FOREIGN KEY (c_w_id, c_d_id) REFERENCES district (d_w_id, d_id) ON DELETE CASCADE, PRIMARY KEY (c_w_id, c_d_id, c_id) )",1,4438,4438,4438,0,
"QUERY","SELECT * FROM pg_stat_archiver","SELECT * FROM pg_stat_archiver",1,3846,3846,3846,0,
"QUERY","SELECT * FROM pg_stat_database","SELECT * FROM pg_stat_database",1,3309,3309,3309,0,
"UPDATE","CREATE TABLE district ( d_w_id int NOT NULL, d_id int NOT NULL, d_ytd decimal(12, 2) NOT NULL, d_tax decimal(4, 4) NOT NULL, d_next_o_id int NOT NULL, d_name varchar(10) NOT NULL, d_street_1 varchar(20) NOT NULL, d_street_2 varchar(20) NOT NULL, d_city varchar(20) NOT NULL, d_state char(2) NOT NULL, d_zip char(9) NOT NULL, FOREIGN KEY (d_w_id) REFERENCES warehouse (w_id) ON DELETE CASCADE, PRIMARY KEY (d_w_id, d_id) )","CREATE TABLE district ( d_w_id int NOT NULL, d_id int NOT NULL, d_ytd decimal(12, 2) NOT NULL, d_tax decimal(4, 4) NOT NULL, d_next_o_id int NOT NULL, d_name varchar(10) NOT NULL, d_street_1 varchar(20) NOT NULL, d_street_2 varchar(20) NOT NULL, d_city varchar(20) NOT NULL, d_state char(2) NOT NULL, d_zip char(9) NOT NULL, FOREIGN KEY (d_w_id) REFERENCES warehouse (w_id) ON DELETE CASCADE, PRIMARY KEY (d_w_id, d_id) )",1,2531,2531,2531,0,
"UPDATE","CREATE TABLE item ( i_id int NOT NULL, i_name varchar(24) NOT NULL, i_price decimal(5, 2) NOT NULL, i_data varchar(50) NOT NULL, i_im_id int NOT NULL, PRIMARY KEY (i_id) )","CREATE TABLE item ( i_id int NOT NULL, i_name varchar(24) NOT NULL, i_price decimal(5, 2) NOT NULL, i_data varchar(50) NOT NULL, i_im_id int NOT NULL, PRIMARY KEY (i_id) )",1,2511,2511,2511,0,
"QUERY","SELECT * FROM pg_stat_user_indexes","SELECT * FROM pg_stat_user_indexes",1,2483,2483,2483,0,
"QUERY","SELECT * FROM pg_statio_user_indexes","SELECT * FROM pg_statio_user_indexes",1,2417,2417,2417,0,
"UPDATE","CREATE TABLE order_line ( ol_w_id int NOT NULL, ol_d_id int NOT NULL, ol_o_id int NOT NULL, ol_number int NOT NULL, ol_i_id int NOT NULL, ol_delivery_d timestamp NULL DEFAULT NULL, ol_amount decimal(6, 2) NOT NULL, ol_supply_w_id int NOT NULL, ol_quantity decimal(6,2) NOT NULL, ol_dist_info char(24) NOT NULL, FOREIGN KEY (ol_w_id, ol_d_id, ol_o_id) REFERENCES oorder (o_w_id, o_d_id, o_id) ON DELETE CASCADE, FOREIGN KEY (ol_supply_w_id, ol_i_id) REFERENCES stock (s_w_id, s_i_id) ON DELETE CASCADE, PRIMARY KEY (ol_w_id, ol_d_id, ol_o_id, ol_number) )","CREATE TABLE order_line ( ol_w_id int NOT NULL, ol_d_id int NOT NULL, ol_o_id int NOT NULL, ol_number int NOT NULL, ol_i_id int NOT NULL, ol_delivery_d timestamp NULL DEFAULT NULL, ol_amount decimal(6, 2) NOT NULL, ol_supply_w_id int NOT NULL, ol_quantity decimal(6,2) NOT NULL, ol_dist_info char(24) NOT NULL, FOREIGN KEY (ol_w_id, ol_d_id, ol_o_id) REFERENCES oorder (o_w_id, o_d_id, o_id) ON DELETE CASCADE, FOREIGN KEY (ol_supply_w_id, ol_i_id) REFERENCES stock (s_w_id, s_i_id) ON DELETE CASCADE, PRIMARY KEY (ol_w_id, ol_d_id, ol_o_id, ol_number) )",1,2404,2404,2404,0,
"QUERY","SELECT * FROM pg_statio_user_tables","SELECT * FROM pg_statio_user_tables",1,2371,2371,2371,0,
"QUERY","SHOW ALL;","SHOW ALL;",1,2319,2319,2319,0,
"UPDATE","CREATE TABLE oorder ( o_w_id int NOT NULL, o_d_id int NOT NULL, o_id int NOT NULL, o_c_id int NOT NULL, o_carrier_id int DEFAULT NULL, o_ol_cnt int NOT NULL, o_all_local int NOT NULL, o_entry_d timestamp NOT NULL DEFAULT CURRENT_TIMESTAMP, PRIMARY KEY (o_w_id, o_d_id, o_id), FOREIGN KEY (o_w_id, o_d_id, o_c_id) REFERENCES customer (c_w_id, c_d_id, c_id) ON DELETE CASCADE, UNIQUE (o_w_id, o_d_id, o_c_id, o_id) )","CREATE TABLE oorder ( o_w_id int NOT NULL, o_d_id int NOT NULL, o_id int NOT NULL, o_c_id int NOT NULL, o_carrier_id int DEFAULT NULL, o_ol_cnt int NOT NULL, o_all_local int NOT NULL, o_entry_d timestamp NOT NULL DEFAULT CURRENT_TIMESTAMP, PRIMARY KEY (o_w_id, o_d_id, o_id), FOREIGN KEY (o_w_id, o_d_id, o_c_id) REFERENCES customer (c_w_id, c_d_id, c_id) ON DELETE CASCADE, UNIQUE (o_w_id, o_d_id, o_c_id, o_id) )",1,2037,2037,2037,0,
"UPDATE","CREATE TABLE history ( h_c_id int NOT NULL, h_c_d_id int NOT NULL, h_c_w_id int NOT NULL, h_d_id int NOT NULL, h_w_id int NOT NULL, h_date timestamp NOT NULL DEFAULT CURRENT_TIMESTAMP, h_amount decimal(6, 2) NOT NULL, h_data varchar(24) NOT NULL, FOREIGN KEY (h_c_w_id, h_c_d_id, h_c_id) REFERENCES customer (c_w_id, c_d_id, c_id) ON DELETE CASCADE, FOREIGN KEY (h_w_id, h_d_id) REFERENCES district (d_w_id, d_id) ON DELETE CASCADE )","CREATE TABLE history ( h_c_id int NOT NULL, h_c_d_id int NOT NULL, h_c_w_id int NOT NULL, h_d_id int NOT NULL, h_w_id int NOT NULL, h_date timestamp NOT NULL DEFAULT CURRENT_TIMESTAMP, h_amount decimal(6, 2) NOT NULL, h_data varchar(24) NOT NULL, FOREIGN KEY (h_c_w_id, h_c_d_id, h_c_id) REFERENCES customer (c_w_id, c_d_id, c_id) ON DELETE CASCADE, FOREIGN KEY (h_w_id, h_d_id) REFERENCES district (d_w_id, d_id) ON DELETE CASCADE )",1,1750,1750,1750,0,
"UPDATE","CREATE TABLE new_order ( no_w_id int NOT NULL, no_d_id int NOT NULL, no_o_id int NOT NULL, FOREIGN KEY (no_w_id, no_d_id, no_o_id) REFERENCES oorder (o_w_id, o_d_id, o_id) ON DELETE CASCADE, PRIMARY KEY (no_w_id, no_d_id, no_o_id) )","CREATE TABLE new_order ( no_w_id int NOT NULL, no_d_id int NOT NULL, no_o_id int NOT NULL, FOREIGN KEY (no_w_id, no_d_id, no_o_id) REFERENCES oorder (o_w_id, o_d_id, o_id) ON DELETE CASCADE, PRIMARY KEY (no_w_id, no_d_id, no_o_id) )",1,1372,1372,1372,0,
"QUERY","SELECT * FROM pg_stat_database_conflicts","SELECT * FROM pg_stat_database_conflicts",1,967,967,967,0,
"UPDATE","DROP TABLE IF EXISTS district CASCADE","DROP TABLE IF EXISTS district CASCADE",1,807,807,807,0,
"UPDATE","CREATE INDEX idx_customer_name ON customer (c_w_id, c_d_id, c_last, c_first)","CREATE INDEX idx_customer_name ON customer (c_w_id, c_d_id, c_last, c_first)",1,761,761,761,0,
"UPDATE","DROP TABLE IF EXISTS order_line CASCADE","DROP TABLE IF EXISTS order_line CASCADE",1,724,724,724,0,
