kind,shape_key,sample_sql,executions,total_elapsed_us,mean_elapsed_us,max_elapsed_us,failures,last_error_type
"QUERY","SELECT D_STREET_1, D_STREET_2, D_CITY, D_STATE, D_ZIP, D_NAME FROM district WHERE D_W_ID = ? AND D_ID = ?","SELECT D_STREET_1, D_STREET_2, D_CITY, D_STATE, D_ZIP, D_NAME FROM district WHERE D_W_ID = 1 AND D_ID = 4",10702,532688,49,9326,0,
"UPDATE","DELETE FROM new_order WHERE NO_O_ID = ? AND NO_D_ID = ? AND NO_W_ID = ?","DELETE FROM new_order WHERE NO_O_ID = 2101 AND NO_D_ID = 1 AND NO_W_ID = 1",10070,507119,50,8975,0,
"UPDATE","INSERT INTO oorder VALUES (?, ?, ?, ?, ?, ?, ?, ?)","INSERT INTO oorder VALUES (1, 1, 1, 2576, 10, 8, 1, '2026-05-21 21:43:19.925')",30000,470582,15,310,0,
"UPDATE","INSERT INTO history VALUES (?, ?, ?, ?, ?, ?, ?, ?)","INSERT INTO history VALUES (1, 1, 1, 1, 1, '2026-05-21 21:43:18.982', 10.0, 'phowesfdptfitxr')",30000,441564,14,157,0,
"UPDATE","INSERT INTO new_order VALUES (?, ?, ?)","INSERT INTO new_order VALUES (1, 1, 2101)",9000,325603,36,84,0,
"QUERY","SELECT C_FIRST, C_MIDDLE, C_LAST, C_STREET_1, C_STREET_2, C_CITY, C_STATE, C_ZIP, C_PHONE, C_CREDIT, C_CREDIT_LIM, C_DISCOUNT, C_BALANCE, C_YTD_PAYMENT, C_PAYMENT_CNT, C_SINCE FROM customer WHERE C_W_ID = ? AND C_D_ID = ? AND C_ID = ?","SELECT C_FIRST, C_MIDDLE, C_LAST, C_STREET_1, C_STREET_2, C_CITY, C_STATE, C_ZIP, C_PHONE, C_CREDIT, C_CREDIT_LIM, C_DISCOUNT, C_BALANCE, C_YTD_PAYMENT, C_PAYMENT_CNT, C_SINCE FROM customer WHERE C_W_ID = 1 AND C_D_ID = 3 AND C_ID = 1793",4628,317240,68,7470,0,
"QUERY","SELECT O_ID, O_CARRIER_ID, O_ENTRY_D FROM oorder WHERE O_W_ID = ? AND O_D_ID = ? AND O_C_ID = ? ORDER BY O_ID DESC LIMIT 1","SELECT O_ID, O_CARRIER_ID, O_ENTRY_D FROM oorder WHERE O_W_ID = 1 AND O_D_ID = 3 AND O_C_ID = 1793 ORDER BY O_ID DESC LIMIT 1",966,114383,118,37800,0,
"QUERY","SELECT OL_I_ID, OL_SUPPLY_W_ID, OL_QUANTITY, OL_AMOUNT, OL_DELIVERY_D FROM order_line WHERE OL_O_ID = ? AND OL_D_ID = ? AND OL_W_ID = ?","SELECT OL_I_ID, OL_SUPPLY_W_ID, OL_QUANTITY, OL_AMOUNT, OL_DELIVERY_D FROM order_line WHERE OL_O_ID = 2536 AND OL_D_ID = 3 AND OL_W_ID = 1",966,105908,109,7270,0,
"UPDATE","UPDATE customer SET C_BALANCE = ?, C_YTD_PAYMENT = ?, C_PAYMENT_CNT = ?, C_DATA = ? WHERE C_W_ID = ? AND C_D_ID = ? AND C_ID = ?","UPDATE customer SET C_BALANCE = -2523.510009765625, C_YTD_PAYMENT = 2523.510009765625, C_PAYMENT_CNT = 2, C_DATA = '2600 4 1 4 1 2513.51 | kzoofjweahaxnecnqrmzxzjsttppudgtsfjqwhkptptxzkemmabpdgcotqibkfxcubzqkoarlkehwojzvccyluhgrabiiuusgkcvjfscrocpbaaxkgtwammtitjmnluriwlucxbtxnzxxpnozpyzketqypdxrxgrcgkblrmjffgbjxdxuprmerurjmoswjussszwriwfvhpwbjfgcexgolncgwwankirpiwihjryubufqnmzxhurzxtfbrmcutsfspreitcpcsenzshjbjdygfungvxkjwekvdhojjvrburdkbmsnivmifchqbwwoiltlxqxogqfussraluvbcxvuavvnneblldgbjdldmjarqhjartmxbqsuhnaboiwosylaxxtpoipwdhbiyxtkuwrzdnerfcxtpobev' WHERE C_W_ID = 1 AND C_D_ID = 4 AND C_ID = 2600",1132,94672,83,5219,0,
"QUERY","SELECT D_NEXT_O_ID FROM district WHERE D_W_ID = ? AND D_ID = ?","SELECT D_NEXT_O_ID FROM district WHERE D_W_ID = 1 AND D_ID = 5",1010,91939,91,11807,0,
"QUERY","SELECT C_DATA FROM customer WHERE C_W_ID = ? AND C_D_ID = ? AND C_ID = ?","SELECT C_DATA FROM customer WHERE C_W_ID = 1 AND C_D_ID = 4 AND C_ID = 2600",1132,74097,65,6902,0,
"UPDATE","DROP TABLE IF EXISTS history CASCADE","DROP TABLE IF EXISTS history CASCADE",1,18813,18813,18813,0,
"UPDATE","CREATE TABLE warehouse ( w_id int NOT NULL, w_ytd decimal(12, 2) NOT NULL, w_tax decimal(4, 4) NOT NULL, w_name varchar(10) NOT NULL, w_street_1 varchar(20) NOT NULL, w_street_2 varchar(20) NOT NULL, w_city varchar(20) NOT NULL, w_state char(2) NOT NULL, w_zip char(9) NOT NULL, PRIMARY KEY (w_id) )","CREATE TABLE warehouse ( w_id int NOT NULL, w_ytd decimal(12, 2) NOT NULL, w_tax decimal(4, 4) NOT NULL, w_name varchar(10) NOT NULL, w_street_1 varchar(20) NOT NULL, w_street_2 varchar(20) NOT NULL, w_city varchar(20) NOT NULL, w_state char(2) NOT NULL, w_zip char(9) NOT NULL, PRIMARY KEY (w_id) )",1,16323,16323,16323,0,
"QUERY","SELECT version();","SELECT version();",1,15847,15847,15847,0,
"UPDATE","CREATE TABLE customer ( c_w_id int NOT NULL, c_d_id int NOT NULL, c_id int NOT NULL, c_discount decimal(4, 4) NOT NULL, c_credit char(2) NOT NULL, c_last varchar(16) NOT NULL, c_first varchar(16) NOT NULL, c_credit_lim decimal(12, 2) NOT NULL, c_balance decimal(12, 2) NOT NULL, c_ytd_payment float NOT NULL, c_payment_cnt int NOT NULL, c_delivery_cnt int NOT NULL, c_street_1 varchar(20) NOT NULL, c_street_2 varchar(20) NOT NULL, c_city varchar(20) NOT NULL, c_state char(2) NOT NULL, c_zip char(9) NOT NULL, c_phone char(16) NOT NULL, c_since timestamp NOT NULL DEFAULT CURRENT_TIMESTAMP, c_middle char(2) NOT NULL, c_data varchar(500) NOT NULL, FOREIGN KEY (c_w_id, c_d_id) REFERENCES district (d_w_id, d_id) ON DELETE CASCADE, PRIMARY KEY (c_w_id, c_d_id, c_id) )","CREATE TABLE customer ( c_w_id int NOT NULL, c_d_id int NOT NULL, c_id int NOT NULL, c_discount decimal(4, 4) NOT NULL, c_credit char(2) NOT NULL, c_last varchar(16) NOT NULL, c_first varchar(16) NOT NULL, c_credit_lim decimal(12, 2) NOT NULL, c_balance decimal(12, 2) NOT NULL, c_ytd_payment float NOT NULL, c_payment_cnt int NOT NULL, c_delivery_cnt int NOT NULL, c_street_1 varchar(20) NOT NULL, c_street_2 varchar(20) NOT NULL, c_city varchar(20) NOT NULL, c_state char(2) NOT NULL, c_zip char(9) NOT NULL, c_phone char(16) NOT NULL, c_since timestamp NOT NULL DEFAULT CURRENT_TIMESTAMP, c_middle char(2) NOT NULL, c_data varchar(500) NOT NULL, FOREIGN KEY (c_w_id, c_d_id) REFERENCES district (d_w_id, d_id) ON DELETE CASCADE, PRIMARY KEY (c_w_id, c_d_id, c_id) )",1,10206,10206,10206,0,
"UPDATE","INSERT INTO district VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)","INSERT INTO district VALUES (1, 1, 30000.0, 0.021299999207258224, 3001, 'hkdbmmp', 'lixecjihqmmvmi', 'fzpkucslprchomovdea', 'oulkcxgvgrvdovfrlp', 'NZ', '123456789')",10,9289,928,3547,0,
"UPDATE","CREATE TABLE stock ( s_w_id int NOT NULL, s_i_id int NOT NULL, s_quantity int NOT NULL, s_ytd decimal(8, 2) NOT NULL, s_order_cnt int NOT NULL, s_remote_cnt int NOT NULL, s_data varchar(50) NOT NULL, s_dist_01 char(24) NOT NULL, s_dist_02 char(24) NOT NULL, s_dist_03 char(24) NOT NULL, s_dist_04 char(24) NOT NULL, s_dist_05 char(24) NOT NULL, s_dist_06 char(24) NOT NULL, s_dist_07 char(24) NOT NULL, s_dist_08 char(24) NOT NULL, s_dist_09 char(24) NOT NULL, s_dist_10 char(24) NOT NULL, FOREIGN KEY (s_w_id) REFERENCES warehouse (w_id) ON DELETE CASCADE, FOREIGN KEY (s_i_id) REFERENCES item (i_id) ON DELETE CASCADE, PRIMARY KEY (s_w_id, s_i_id) )","CREATE TABLE stock ( s_w_id int NOT NULL, s_i_id int NOT NULL, s_quantity int NOT NULL, s_ytd decimal(8, 2) NOT NULL, s_order_cnt int NOT NULL, s_remote_cnt int NOT NULL, s_data varchar(50) NOT NULL, s_dist_01 char(24) NOT NULL, s_dist_02 char(24) NOT NULL, s_dist_03 char(24) NOT NULL, s_dist_04 char(24) NOT NULL, s_dist_05 char(24) NOT NULL, s_dist_06 char(24) NOT NULL, s_dist_07 char(24) NOT NULL, s_dist_08 char(24) NOT NULL, s_dist_09 char(24) NOT NULL, s_dist_10 char(24) NOT NULL, FOREIGN KEY (s_w_id) REFERENCES warehouse (w_id) ON DELETE CASCADE, FOREIGN KEY (s_i_id) REFERENCES item (i_id) ON DELETE CASCADE, PRIMARY KEY (s_w_id, s_i_id) )",1,7440,7440,7440,0,
"UPDATE","INSERT INTO warehouse VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?)","INSERT INTO warehouse VALUES (1, 300000.0, 0.1422, 'jomlpf', 'xwjrjkmjkwjziznudgy', 'zdffbksrymffdt', 'ihqeriwxw', 'SS', '123456789')",1,7302,7302,7302,0,
"QUERY","SELECT * FROM pg_stat_user_tables","SELECT * FROM pg_stat_user_tables",1,6261,6261,6261,0,
"QUERY","SELECT * FROM pg_stat_database","SELECT * FROM pg_stat_database",1,4476,4476,4476,0,
"QUERY","SELECT * FROM pg_stat_archiver","SELECT * FROM pg_stat_archiver",1,3208,3208,3208,0,
"QUERY","SHOW ALL;","SHOW ALL;",1,2662,2662,2662,0,
"UPDATE","CREATE TABLE oorder ( o_w_id int NOT NULL, o_d_id int NOT NULL, o_id int NOT NULL, o_c_id int NOT NULL, o_carrier_id int DEFAULT NULL, o_ol_cnt int NOT NULL, o_all_local int NOT NULL, o_entry_d timestamp NOT NULL DEFAULT CURRENT_TIMESTAMP, PRIMARY KEY (o_w_id, o_d_id, o_id), FOREIGN KEY (o_w_id, o_d_id, o_c_id) REFERENCES customer (c_w_id, c_d_id, c_id) ON DELETE CASCADE, UNIQUE (o_w_id, o_d_id, o_c_id, o_id) )","CREATE TABLE oorder ( o_w_id int NOT NULL, o_d_id int NOT NULL, o_id int NOT NULL, o_c_id int NOT NULL, o_carrier_id int DEFAULT NULL, o_ol_cnt int NOT NULL, o_all_local int NOT NULL, o_entry_d timestamp NOT NULL DEFAULT CURRENT_TIMESTAMP, PRIMARY KEY (o_w_id, o_d_id, o_id), FOREIGN KEY (o_w_id, o_d_id, o_c_id) REFERENCES customer (c_w_id, c_d_id, c_id) ON DELETE CASCADE, UNIQUE (o_w_id, o_d_id, o_c_id, o_id) )",1,2476,2476,2476,0,
"UPDATE","CREATE TABLE order_line ( ol_w_id int NOT NULL, ol_d_id int NOT NULL, ol_o_id int NOT NULL, ol_number int NOT NULL, ol_i_id int NOT NULL, ol_delivery_d timestamp NULL DEFAULT NULL, ol_amount decimal(6, 2) NOT NULL, ol_supply_w_id int NOT NULL, ol_quantity decimal(6,2) NOT NULL, ol_dist_info char(24) NOT NULL, FOREIGN KEY (ol_w_id, ol_d_id, ol_o_id) REFERENCES oorder (o_w_id, o_d_id, o_id) ON DELETE CASCADE, FOREIGN KEY (ol_supply_w_id, ol_i_id) REFERENCES stock (s_w_id, s_i_id) ON DELETE CASCADE, PRIMARY KEY (ol_w_id, ol_d_id, ol_o_id, ol_number) )","CREATE TABLE order_line ( ol_w_id int NOT NULL, ol_d_id int NOT NULL, ol_o_id int NOT NULL, ol_number int NOT NULL, ol_i_id int NOT NULL, ol_delivery_d timestamp NULL DEFAULT NULL, ol_amount decimal(6, 2) NOT NULL, ol_supply_w_id int NOT NULL, ol_quantity decimal(6,2) NOT NULL, ol_dist_info char(24) NOT NULL, FOREIGN KEY (ol_w_id, ol_d_id, ol_o_id) REFERENCES oorder (o_w_id, o_d_id, o_id) ON DELETE CASCADE, FOREIGN KEY (ol_supply_w_id, ol_i_id) REFERENCES stock (s_w_id, s_i_id) ON DELETE CASCADE, PRIMARY KEY (ol_w_id, ol_d_id, ol_o_id, ol_number) )",1,2324,2324,2324,0,
"UPDATE","CREATE TABLE district ( d_w_id int NOT NULL, d_id int NOT NULL, d_ytd decimal(12, 2) NOT NULL, d_tax decimal(4, 4) NOT NULL, d_next_o_id int NOT NULL, d_name varchar(10) NOT NULL, d_street_1 varchar(20) NOT NULL, d_street_2 varchar(20) NOT NULL, d_city varchar(20) NOT NULL, d_state char(2) NOT NULL, d_zip char(9) NOT NULL, FOREIGN KEY (d_w_id) REFERENCES warehouse (w_id) ON DELETE CASCADE, PRIMARY KEY (d_w_id, d_id) )","CREATE TABLE district ( d_w_id int NOT NULL, d_id int NOT NULL, d_ytd decimal(12, 2) NOT NULL, d_tax decimal(4, 4) NOT NULL, d_next_o_id int NOT NULL, d_name varchar(10) NOT NULL, d_street_1 varchar(20) NOT NULL, d_street_2 varchar(20) NOT NULL, d_city varchar(20) NOT NULL, d_state char(2) NOT NULL, d_zip char(9) NOT NULL, FOREIGN KEY (d_w_id) REFERENCES warehouse (w_id) ON DELETE CASCADE, PRIMARY KEY (d_w_id, d_id) )",1,2302,2302,2302,0,
"UPDATE","CREATE TABLE item ( i_id int NOT NULL, i_name varchar(24) NOT NULL, i_price decimal(5, 2) NOT NULL, i_data varchar(50) NOT NULL, i_im_id int NOT NULL, PRIMARY KEY (i_id) )","CREATE TABLE item ( i_id int NOT NULL, i_name varchar(24) NOT NULL, i_price decimal(5, 2) NOT NULL, i_data varchar(50) NOT NULL, i_im_id int NOT NULL, PRIMARY KEY (i_id) )",1,2204,2204,2204,0,
"QUERY","SELECT * FROM pg_stat_bgwriter","SELECT * FROM pg_stat_bgwriter",1,2070,2070,2070,0,
"QUERY","SELECT * FROM pg_statio_user_tables","SELECT * FROM pg_statio_user_tables",1,1973,1973,1973,0,
"UPDATE","CREATE TABLE history ( h_c_id int NOT NULL, h_c_d_id int NOT NULL, h_c_w_id int NOT NULL, h_d_id int NOT NULL, h_w_id int NOT NULL, h_date timestamp NOT NULL DEFAULT CURRENT_TIMESTAMP, h_amount decimal(6, 2) NOT NULL, h_data varchar(24) NOT NULL, FOREIGN KEY (h_c_w_id, h_c_d_id, h_c_id) REFERENCES customer (c_w_id, c_d_id, c_id) ON DELETE CASCADE, FOREIGN KEY (h_w_id, h_d_id) REFERENCES district (d_w_id, d_id) ON DELETE CASCADE )","CREATE TABLE history ( h_c_id int NOT NULL, h_c_d_id int NOT NULL, h_c_w_id int NOT NULL, h_d_id int NOT NULL, h_w_id int NOT NULL, h_date timestamp NOT NULL DEFAULT CURRENT_TIMESTAMP, h_amount decimal(6, 2) NOT NULL, h_data varchar(24) NOT NULL, FOREIGN KEY (h_c_w_id, h_c_d_id, h_c_id) REFERENCES customer (c_w_id, c_d_id, c_id) ON DELETE CASCADE, FOREIGN KEY (h_w_id, h_d_id) REFERENCES district (d_w_id, d_id) ON DELETE CASCADE )",1,1952,1952,1952,0,
"QUERY","SELECT * FROM pg_stat_database_conflicts","SELECT * FROM pg_stat_database_conflicts",1,1632,1632,1632,0,
"UPDATE","CREATE TABLE new_order ( no_w_id int NOT NULL, no_d_id int NOT NULL, no_o_id int NOT NULL, FOREIGN KEY (no_w_id, no_d_id, no_o_id) REFERENCES oorder (o_w_id, o_d_id, o_id) ON DELETE CASCADE, PRIMARY KEY (no_w_id, no_d_id, no_o_id) )","CREATE TABLE new_order ( no_w_id int NOT NULL, no_d_id int NOT NULL, no_o_id int NOT NULL, FOREIGN KEY (no_w_id, no_d_id, no_o_id) REFERENCES oorder (o_w_id, o_d_id, o_id) ON DELETE CASCADE, PRIMARY KEY (no_w_id, no_d_id, no_o_id) )",1,1347,1347,1347,0,
"QUERY","SELECT * FROM pg_stat_user_indexes","SELECT * FROM pg_stat_user_indexes",1,972,972,972,0,
"UPDATE","CREATE INDEX idx_customer_name ON customer (c_w_id, c_d_id, c_last, c_first)","CREATE INDEX idx_customer_name ON customer (c_w_id, c_d_id, c_last, c_first)",1,916,916,916,0,
"QUERY","SELECT * FROM pg_statio_user_indexes","SELECT * FROM pg_statio_user_indexes",1,868,868,868,0,
"UPDATE","DROP TABLE IF EXISTS order_line CASCADE","DROP TABLE IF EXISTS order_line CASCADE",1,763,763,763,0,
