kind,shape_key,sample_sql,executions,total_elapsed_us,mean_elapsed_us,max_elapsed_us,failures,last_error_type
"QUERY","SELECT C_FIRST, C_MIDDLE, C_LAST, C_STREET_1, C_STREET_2, C_CITY, C_STATE, C_ZIP, C_PHONE, C_CREDIT, C_CREDIT_LIM, C_DISCOUNT, C_BALANCE, C_YTD_PAYMENT, C_PAYMENT_CNT, C_SINCE FROM customer WHERE C_W_ID = ? AND C_D_ID = ? AND C_ID = ?","SELECT C_FIRST, C_MIDDLE, C_LAST, C_STREET_1, C_STREET_2, C_CITY, C_STATE, C_ZIP, C_PHONE, C_CREDIT, C_CREDIT_LIM, C_DISCOUNT, C_BALANCE, C_YTD_PAYMENT, C_PAYMENT_CNT, C_SINCE FROM customer WHERE C_W_ID = 1 AND C_D_ID = 4 AND C_ID = 2657",419,715136,1706,10078,404,"SQLException"
"QUERY","SELECT OL_I_ID, OL_SUPPLY_W_ID, OL_QUANTITY, OL_AMOUNT, OL_DELIVERY_D FROM order_line WHERE OL_O_ID = ? AND OL_D_ID = ? AND OL_W_ID = ?","SELECT OL_I_ID, OL_SUPPLY_W_ID, OL_QUANTITY, OL_AMOUNT, OL_DELIVERY_D FROM order_line WHERE OL_O_ID = 1314 AND OL_D_ID = 8 AND OL_W_ID = 1",8,654915,81864,137318,0,
"UPDATE","INSERT INTO order_line (OL_O_ID, OL_D_ID, OL_W_ID, OL_NUMBER, OL_I_ID, OL_SUPPLY_W_ID, OL_QUANTITY, OL_AMOUNT, OL_DIST_INFO) VALUES (?,?,?,?,?,?,?,?,?)","INSERT INTO order_line (OL_O_ID, OL_D_ID, OL_W_ID, OL_NUMBER, OL_I_ID, OL_SUPPLY_W_ID, OL_QUANTITY, OL_AMOUNT, OL_DIST_INFO) VALUES (3001,4,1,1,80033,1,5,121.19999694824219,'aknxeafdsyphhxalooyzign')",535,527510,986,10871,5,"SQLException"
"QUERY","SELECT SUM(OL_AMOUNT) AS OL_TOTAL FROM order_line WHERE OL_O_ID = ? AND OL_D_ID = ? AND OL_W_ID = ?","SELECT SUM(OL_AMOUNT) AS OL_TOTAL FROM order_line WHERE OL_O_ID = 2101 AND OL_D_ID = 1 AND OL_W_ID = 1",3,244680,81560,101315,3,"SQLException"
"UPDATE","UPDATE customer SET C_BALANCE = ?, C_YTD_PAYMENT = ?, C_PAYMENT_CNT = ? WHERE C_W_ID = ? AND C_D_ID = ? AND C_ID = ?","UPDATE customer SET C_BALANCE = -4934.259765625, C_YTD_PAYMENT = 4934.259765625, C_PAYMENT_CNT = 2 WHERE C_W_ID = 1 AND C_D_ID = 2 AND C_ID = 55",46,158764,3451,36247,0,
"QUERY","SELECT D_NEXT_O_ID, D_TAX FROM district WHERE D_W_ID = ? AND D_ID = ? FOR UPDATE","SELECT D_NEXT_O_ID, D_TAX FROM district WHERE D_W_ID = 1 AND D_ID = 4 FOR UPDATE",57,140391,2463,12693,0,
"QUERY","SELECT W_TAX FROM warehouse WHERE W_ID = ?","SELECT W_TAX FROM warehouse WHERE W_ID = 1",57,123948,2174,6555,0,
"QUERY","SELECT W_STREET_1, W_STREET_2, W_CITY, W_STATE, W_ZIP, W_NAME FROM warehouse WHERE W_ID = ?","SELECT W_STREET_1, W_STREET_2, W_CITY, W_STATE, W_ZIP, W_NAME FROM warehouse WHERE W_ID = 1",49,113562,2317,9648,0,
"QUERY","SELECT D_STREET_1, D_STREET_2, D_CITY, D_STATE, D_ZIP, D_NAME FROM district WHERE D_W_ID = ? AND D_ID = ?","SELECT D_STREET_1, D_STREET_2, D_CITY, D_STATE, D_ZIP, D_NAME FROM district WHERE D_W_ID = 1 AND D_ID = 4",49,106250,2168,8004,0,
"UPDATE","UPDATE district SET D_NEXT_O_ID = D_NEXT_O_ID + 1 WHERE D_W_ID = ? AND D_ID = ?","UPDATE district SET D_NEXT_O_ID = D_NEXT_O_ID + 1 WHERE D_W_ID = 1 AND D_ID = 4",57,98856,1734,4445,1,"SQLException"
"UPDATE","UPDATE district SET D_YTD = D_YTD + ? WHERE D_W_ID = ? AND D_ID = ?","UPDATE district SET D_YTD = D_YTD + 1938.1500244140625 WHERE D_W_ID = 1 AND D_ID = 4",49,95377,1946,11210,0,
"UPDATE","INSERT INTO oorder (O_ID, O_D_ID, O_W_ID, O_C_ID, O_ENTRY_D, O_OL_CNT, O_ALL_LOCAL) VALUES (?, ?, ?, ?, ?, ?, ?)","INSERT INTO oorder (O_ID, O_D_ID, O_W_ID, O_C_ID, O_ENTRY_D, O_OL_CNT, O_ALL_LOCAL) VALUES (3001, 4, 1, 198, '2026-05-23 22:49:48.952', 15, 1)",56,73874,1319,6704,0,
"UPDATE","INSERT INTO history (H_C_D_ID, H_C_W_ID, H_C_ID, H_D_ID, H_W_ID, H_DATE, H_AMOUNT, H_DATA) VALUES (?,?,?,?,?,?,?,?)","INSERT INTO history (H_C_D_ID, H_C_W_ID, H_C_ID, H_D_ID, H_W_ID, H_DATE, H_AMOUNT, H_DATA) VALUES (4,1,2657,4,1,'2026-05-23 22:49:48.84',1938.1500244140625,'atismsbgo tcoqkxrcl')",49,70784,1444,7282,0,
"QUERY","SELECT O_ID, O_CARRIER_ID, O_ENTRY_D FROM oorder WHERE O_W_ID = ? AND O_D_ID = ? AND O_C_ID = ? ORDER BY O_ID DESC LIMIT 1","SELECT O_ID, O_CARRIER_ID, O_ENTRY_D FROM oorder WHERE O_W_ID = 1 AND O_D_ID = 8 AND O_C_ID = 35 ORDER BY O_ID DESC LIMIT 1",8,68367,8545,15099,0,
"QUERY","SELECT version();","SELECT version();",1,63146,63146,63146,1,"SQLException"
"UPDATE","INSERT INTO new_order (NO_O_ID, NO_D_ID, NO_W_ID) VALUES ( ?, ?, ?)","INSERT INTO new_order (NO_O_ID, NO_D_ID, NO_W_ID) VALUES ( 3001, 4, 1)",56,50400,900,4438,0,
"UPDATE","UPDATE customer SET C_BALANCE = ?, C_YTD_PAYMENT = ?, C_PAYMENT_CNT = ?, C_DATA = ? WHERE C_W_ID = ? AND C_D_ID = ? AND C_ID = ?","UPDATE customer SET C_BALANCE = -1948.1500244140625, C_YTD_PAYMENT = 1948.1500244140625, C_PAYMENT_CNT = 2, C_DATA = '2657 4 1 4 1 1938.15 | priorlaniqvhqiodjlcmczuyrisewlccnjehprfnqwtepearqqbeqrsxnibvwyjdjxyaxfykytuefludvdqgyzwnswqbbndifgzzlpwrlozrwiqycmkrmedrsevsywqsxjcbmxuiuqamnoywggijazprfzqbjhyjriiarnoytnelbbknuegdqlxvfeceonmyhgrqgyhvkeolmpyrusmrlmpwhhpnycbxlacrfifxykjpwqkdyhlqgossutfeqxpqsibrdbfvmleytgfhdmgmvfwgapvfeixjhfrdwivaecatiarsgjugsmrafppvclfgcosxobkkjga' WHERE C_W_ID = 1 AND C_D_ID = 4 AND C_ID = 2657",3,39190,13063,33876,0,
"QUERY","SELECT C_DATA FROM customer WHERE C_W_ID = ? AND C_D_ID = ? AND C_ID = ?","SELECT C_DATA FROM customer WHERE C_W_ID = 1 AND C_D_ID = 4 AND C_ID = 2657",3,12645,4215,5988,0,
"QUERY","SELECT O_C_ID FROM oorder WHERE O_ID = ? AND O_D_ID = ? AND O_W_ID = ?","SELECT O_C_ID FROM oorder WHERE O_ID = 2101 AND O_D_ID = 1 AND O_W_ID = 1",3,6839,2279,3246,0,
"UPDATE","UPDATE oorder SET O_CARRIER_ID = ? WHERE O_ID = ? AND O_D_ID = ? AND O_W_ID = ?","UPDATE oorder SET O_CARRIER_ID = 3 WHERE O_ID = 2101 AND O_D_ID = 1 AND O_W_ID = 1",3,4542,1514,1633,0,
"UPDATE","DELETE FROM new_order WHERE NO_O_ID = ? AND NO_D_ID = ? AND NO_W_ID = ?","DELETE FROM new_order WHERE NO_O_ID = 2101 AND NO_D_ID = 1 AND NO_W_ID = 1",3,4286,1428,1850,0,
